"codmun","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
314430,"Nanuque","Minas Gerais","Sudeste","31066","Nanuque","31066","NORDESTE"
314435,"Naque","Minas Gerais","Sudeste","31037","Ipatinga","31037","VALE DO ACO"
314437,"Natalândia","Minas Gerais","Sudeste","31058","Unai Paracatu","31058","NOROESTE"
314440,"Natércia","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
314450,"Nazareno","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
314460,"Nepomuceno","Minas Gerais","Sudeste","31004","Lavras","31004","SUL"
314465,"Ninheira","Minas Gerais","Sudeste","31085","Taiobeiras","31085","NORTE"
314467,"Nova Belém","Minas Gerais","Sudeste","31038","Mantena","31038","LESTE"
314470,"Nova Era","Minas Gerais","Sudeste","31023","Joao Monlevade","31023","CENTRO"
314480,"Nova Lima","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
314490,"Nova Módica","Minas Gerais","Sudeste","31096","Itambacuri","31096","NORDESTE"
314500,"Nova Ponte","Minas Gerais","Sudeste","31075","Uberlandia Araguari","31075","TRIANGULO DO NORTE"
314505,"Nova Porteirinha","Minas Gerais","Sudeste","31052","Janauba Monte Azul","31052","NORTE"
314510,"Nova Resende","Minas Gerais","Sudeste","31092","Passos","31092","SUDOESTE"
314520,"Nova Serrana","Minas Gerais","Sudeste","31032","Para De Minas Nova Serrana","31032","OESTE"
313660,"Nova União","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
314530,"Novo Cruzeiro","Minas Gerais","Sudeste","31099","Teofilo Otoni Malacacheta","31099","NORDESTE"
314535,"Novo Oriente de Minas","Minas Gerais","Sudeste","31099","Teofilo Otoni Malacacheta","31099","NORDESTE"
314537,"Novorizonte","Minas Gerais","Sudeste","31098","Salinas","31098","NORTE"
314540,"Olaria","Minas Gerais","Sudeste","31090","Lima Duarte","31090","SUDESTE"
314545,"Olhos-d'Água","Minas Gerais","Sudeste","31083","Bocaiuva","31083","NORTE"
314550,"Olímpio Noronha","Minas Gerais","Sudeste","31008","Sao Lourenco","31008","SUL"
314560,"Oliveira","Minas Gerais","Sudeste","31088","Oliveira Santo Antonio Do Amparo","31088","OESTE"
314570,"Oliveira Fortes","Minas Gerais","Sudeste","31046","Santos Dumont","31046","SUDESTE"
314580,"Onça de Pitangui","Minas Gerais","Sudeste","31032","Para De Minas Nova Serrana","31032","OESTE"
314585,"Oratórios","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
314587,"Orizânia","Minas Gerais","Sudeste","31042","Carangola","31042","SUDESTE"
314590,"Ouro Branco","Minas Gerais","Sudeste","31078","Congonhas","31078","CENTRO SUL"
314600,"Ouro Fino","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
314610,"Ouro Preto","Minas Gerais","Sudeste","31022","Ouro Preto","31022","CENTRO"
314620,"Ouro Verde de Minas","Minas Gerais","Sudeste","31099","Teofilo Otoni Malacacheta","31099","NORDESTE"
314625,"Padre Carvalho","Minas Gerais","Sudeste","31098","Salinas","31098","NORTE"
314630,"Padre Paraíso","Minas Gerais","Sudeste","31067","Padre Paraiso","31067","NORDESTE"
314655,"Pai Pedro","Minas Gerais","Sudeste","31052","Janauba Monte Azul","31052","NORTE"
314640,"Paineiras","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
314650,"Pains","Minas Gerais","Sudeste","31030","Formiga","31030","OESTE"
314660,"Paiva","Minas Gerais","Sudeste","31013","Barbacena","31013","CENTRO SUL"
314670,"Palma","Minas Gerais","Sudeste","31044","Leopoldina Cataguases","31044","SUDESTE"
314675,"Palmópolis","Minas Gerais","Sudeste","31094","Almenara Jacinto","31094","NORDESTE"
314690,"Papagaios","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
314710,"Pará de Minas","Minas Gerais","Sudeste","31032","Para De Minas Nova Serrana","31032","OESTE"
314700,"Paracatu","Minas Gerais","Sudeste","31058","Unai Paracatu","31058","NOROESTE"
314720,"Paraguaçu","Minas Gerais","Sudeste","31001","Alfenas Machado","31001","SUDOESTE"
314730,"Paraisópolis","Minas Gerais","Sudeste","31003","Itajuba","31003","EXTREMO SUL"
314740,"Paraopeba","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
314760,"Passa Quatro","Minas Gerais","Sudeste","31008","Sao Lourenco","31008","SUL"
314770,"Passa Tempo","Minas Gerais","Sudeste","31088","Oliveira Santo Antonio Do Amparo","31088","OESTE"
314780,"Passa-Vinte","Minas Gerais","Sudeste","31090","Lima Duarte","31090","SUDESTE"
314750,"Passabém","Minas Gerais","Sudeste","31021","Itabira","31021","CENTRO"
314790,"Passos","Minas Gerais","Sudeste","31092","Passos","31092","SUDOESTE"
314795,"Patis","Minas Gerais","Sudeste","31101","Brasilia De Minas","31101","NORTE"
314800,"Patos de Minas","Minas Gerais","Sudeste","31057","Patos De Minas","31057","NOROESTE"
314810,"Patrocínio","Minas Gerais","Sudeste","31074","Patrocinio Monte Carmelo","31074","TRIANGULO DO NORTE"
314820,"Patrocínio do Muriaé","Minas Gerais","Sudeste","31045","Muriae","31045","SUDESTE"
314830,"Paula Cândido","Minas Gerais","Sudeste","31061","Vicosa","31061","LESTE DO SUL"
314840,"Paulistas","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
314850,"Pavão","Minas Gerais","Sudeste","31062","Aguas Formosas","31062","NORDESTE"
314860,"Peçanha","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
314870,"Pedra Azul","Minas Gerais","Sudeste","31068","Pedra Azul","31068","NORDESTE"
314875,"Pedra Bonita","Minas Gerais","Sudeste","31042","Carangola","31042","SUDESTE"
314880,"Pedra do Anta","Minas Gerais","Sudeste","31061","Vicosa","31061","LESTE DO SUL"
314890,"Pedra do Indaiá","Minas Gerais","Sudeste","31087","Lagoa Da Prata Santo Antonio Do Monte","31087","OESTE"
314900,"Pedra Dourada","Minas Gerais","Sudeste","31042","Carangola","31042","SUDESTE"
314910,"Pedralva","Minas Gerais","Sudeste","31003","Itajuba","31003","EXTREMO SUL"
314915,"Pedras de Maria da Cruz","Minas Gerais","Sudeste","31053","Januaria","31053","NORTE"
314920,"Pedrinópolis","Minas Gerais","Sudeste","31070","Araxa","31070","TRIANGULO DO SUL"
314930,"Pedro Leopoldo","Minas Gerais","Sudeste","31025","Vespasiano Lagoa Santa","31025","CENTRO"
314940,"Pedro Teixeira","Minas Gerais","Sudeste","31090","Lima Duarte","31090","SUDESTE"
314950,"Pequeri","Minas Gerais","Sudeste","31047","Sao Joao Nepomuceno Bicas","31047","SUDESTE"
314960,"Pequi","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
314970,"Perdigão","Minas Gerais","Sudeste","31086","Divinopolis","31086","OESTE"
314980,"Perdizes","Minas Gerais","Sudeste","31070","Araxa","31070","TRIANGULO DO SUL"
314990,"Perdões","Minas Gerais","Sudeste","31004","Lavras","31004","SUL"
314995,"Periquito","Minas Gerais","Sudeste","31037","Ipatinga","31037","VALE DO ACO"
315000,"Pescador","Minas Gerais","Sudeste","31096","Itambacuri","31096","NORDESTE"
315010,"Piau","Minas Gerais","Sudeste","31097","Juiz De Fora","31097","SUDESTE"
315015,"Piedade de Caratinga","Minas Gerais","Sudeste","31034","Caratinga","31034","VALE DO ACO"
315020,"Piedade de Ponte Nova","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
315030,"Piedade do Rio Grande","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
315040,"Piedade dos Gerais","Minas Gerais","Sudeste","31017","Betim","31017","CENTRO"
315050,"Pimenta","Minas Gerais","Sudeste","31093","Piumhi","31093","SUDOESTE"
315053,"Pingo-d'Água","Minas Gerais","Sudeste","31035","Coronel Fabriciano Timoteo","31035","VALE DO ACO"
315057,"Pintópolis","Minas Gerais","Sudeste","31100","Sao Francisco","31100","NORTE"
315060,"Piracema","Minas Gerais","Sudeste","31031","Itauna","31031","OESTE"
315070,"Pirajuba","Minas Gerais","Sudeste","31071","Frutal   Iturama","31071","TRIANGULO DO SUL"
315080,"Piranga","Minas Gerais","Sudeste","31079","Conselheiro Lafaiete","31079","CENTRO SUL"
315090,"Piranguçu","Minas Gerais","Sudeste","31003","Itajuba","31003","EXTREMO SUL"
315100,"Piranguinho","Minas Gerais","Sudeste","31003","Itajuba","31003","EXTREMO SUL"
315110,"Pirapetinga","Minas Gerais","Sudeste","31041","Alem Paraiba","31041","SUDESTE"
315120,"Pirapora","Minas Gerais","Sudeste","31055","Pirapora","31055","NORTE"
315130,"Piraúba","Minas Gerais","Sudeste","31048","Uba","31048","SUDESTE"
315140,"Pitangui","Minas Gerais","Sudeste","31032","Para De Minas Nova Serrana","31032","OESTE"
315150,"Piumhi","Minas Gerais","Sudeste","31093","Piumhi","31093","SUDOESTE"
315160,"Planura","Minas Gerais","Sudeste","31071","Frutal   Iturama","31071","TRIANGULO DO SUL"
315170,"Poço Fundo","Minas Gerais","Sudeste","31001","Alfenas Machado","31001","SUDOESTE"
315180,"Poços de Caldas","Minas Gerais","Sudeste","31006","Pocos De Caldas","31006","EXTREMO SUL"
315190,"Pocrane","Minas Gerais","Sudeste","31059","Manhuacu","31059","LESTE DO SUL"
315200,"Pompéu","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
315210,"Ponte Nova","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
315213,"Ponto Chique","Minas Gerais","Sudeste","31055","Pirapora","31055","NORTE"
315217,"Ponto dos Volantes","Minas Gerais","Sudeste","31065","Itaobim","31065","NORDESTE"
315220,"Porteirinha","Minas Gerais","Sudeste","31052","Janauba Monte Azul","31052","NORTE"
315230,"Porto Firme","Minas Gerais","Sudeste","31061","Vicosa","31061","LESTE DO SUL"
315240,"Poté","Minas Gerais","Sudeste","31099","Teofilo Otoni Malacacheta","31099","NORDESTE"
315250,"Pouso Alegre","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
315260,"Pouso Alto","Minas Gerais","Sudeste","31008","Sao Lourenco","31008","SUL"
315270,"Prados","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
315280,"Prata","Minas Gerais","Sudeste","31075","Uberlandia Araguari","31075","TRIANGULO DO NORTE"
315290,"Pratápolis","Minas Gerais","Sudeste","31009","Sao Sebastiao Do Paraiso","31009","SUDOESTE"
315300,"Pratinha","Minas Gerais","Sudeste","31070","Araxa","31070","TRIANGULO DO SUL"
315310,"Presidente Bernardes","Minas Gerais","Sudeste","31048","Uba","31048","SUDESTE"
315320,"Presidente Juscelino","Minas Gerais","Sudeste","31019","Curvelo","31019","CENTRO"
315330,"Presidente Kubitschek","Minas Gerais","Sudeste","31026","Diamantina Itamarandiba","31026","JEQUITINHONHA"
315340,"Presidente Olegário","Minas Gerais","Sudeste","31057","Patos De Minas","31057","NOROESTE"
315360,"Prudente de Morais","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
315370,"Quartel Geral","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
315380,"Queluzito","Minas Gerais","Sudeste","31079","Conselheiro Lafaiete","31079","CENTRO SUL"
315390,"Raposos","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
315400,"Raul Soares","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
315410,"Recreio","Minas Gerais","Sudeste","31044","Leopoldina Cataguases","31044","SUDESTE"
315415,"Reduto","Minas Gerais","Sudeste","31059","Manhuacu","31059","LESTE DO SUL"
315420,"Resende Costa","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
315430,"Resplendor","Minas Gerais","Sudeste","31040","Resplendor","31040","LESTE"
315440,"Ressaquinha","Minas Gerais","Sudeste","31013","Barbacena","31013","CENTRO SUL"
315445,"Riachinho","Minas Gerais","Sudeste","31058","Unai Paracatu","31058","NOROESTE"
315450,"Riacho dos Machados","Minas Gerais","Sudeste","31052","Janauba Monte Azul","31052","NORTE"
315460,"Ribeirão das Neves","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
315470,"Ribeirão Vermelho","Minas Gerais","Sudeste","31004","Lavras","31004","SUL"
315480,"Rio Acima","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
315490,"Rio Casca","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
315510,"Rio do Prado","Minas Gerais","Sudeste","31094","Almenara Jacinto","31094","NORDESTE"
315500,"Rio Doce","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
315520,"Rio Espera","Minas Gerais","Sudeste","31079","Conselheiro Lafaiete","31079","CENTRO SUL"
315530,"Rio Manso","Minas Gerais","Sudeste","31017","Betim","31017","CENTRO"
315540,"Rio Novo","Minas Gerais","Sudeste","31097","Juiz De Fora","31097","SUDESTE"
315550,"Rio Paranaíba","Minas Gerais","Sudeste","31082","Sao Gotardo","31082","NOROESTE"
315560,"Rio Pardo de Minas","Minas Gerais","Sudeste","31085","Taiobeiras","31085","NORTE"
315570,"Rio Piracicaba","Minas Gerais","Sudeste","31023","Joao Monlevade","31023","CENTRO"
315580,"Rio Pomba","Minas Gerais","Sudeste","31048","Uba","31048","SUDESTE"
315590,"Rio Preto","Minas Gerais","Sudeste","31090","Lima Duarte","31090","SUDESTE"
315600,"Rio Vermelho","Minas Gerais","Sudeste","31020","Guanhaes","31020","CENTRO"
315610,"Ritápolis","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
315620,"Rochedo de Minas","Minas Gerais","Sudeste","31047","Sao Joao Nepomuceno Bicas","31047","SUDESTE"
315630,"Rodeiro","Minas Gerais","Sudeste","31048","Uba","31048","SUDESTE"
315640,"Romaria","Minas Gerais","Sudeste","31074","Patrocinio Monte Carmelo","31074","TRIANGULO DO NORTE"
315645,"Rosário da Limeira","Minas Gerais","Sudeste","31045","Muriae","31045","SUDESTE"
315650,"Rubelita","Minas Gerais","Sudeste","31098","Salinas","31098","NORTE"
315660,"Rubim","Minas Gerais","Sudeste","31094","Almenara Jacinto","31094","NORDESTE"
315670,"Sabará","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
315680,"Sabinópolis","Minas Gerais","Sudeste","31020","Guanhaes","31020","CENTRO"
315690,"Sacramento","Minas Gerais","Sudeste","31072","Uberaba","31072","TRIANGULO DO SUL"
315700,"Salinas","Minas Gerais","Sudeste","31098","Salinas","31098","NORTE"
315710,"Salto da Divisa","Minas Gerais","Sudeste","31094","Almenara Jacinto","31094","NORDESTE"
315720,"Santa Bárbara","Minas Gerais","Sudeste","31021","Itabira","31021","CENTRO"
315725,"Santa Bárbara do Leste","Minas Gerais","Sudeste","31034","Caratinga","31034","VALE DO ACO"
315727,"Santa Bárbara do Monte Verde","Minas Gerais","Sudeste","31090","Lima Duarte","31090","SUDESTE"
315730,"Santa Bárbara do Tugúrio","Minas Gerais","Sudeste","31013","Barbacena","31013","CENTRO SUL"
315733,"Santa Cruz de Minas","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
315737,"Santa Cruz de Salinas","Minas Gerais","Sudeste","31098","Salinas","31098","NORTE"
315740,"Santa Cruz do Escalvado","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
315750,"Santa Efigênia de Minas","Minas Gerais","Sudeste","31036","Governador Valadares","31036","LESTE"
315760,"Santa Fé de Minas","Minas Gerais","Sudeste","31055","Pirapora","31055","NORTE"
315765,"Santa Helena de Minas","Minas Gerais","Sudeste","31062","Aguas Formosas","31062","NORDESTE"
315770,"Santa Juliana","Minas Gerais","Sudeste","31070","Araxa","31070","TRIANGULO DO SUL"
315780,"Santa Luzia","Minas Gerais","Sudeste","31016","Belo Horizonte Nova Lima Santa Luzia","31016","CENTRO"
315790,"Santa Margarida","Minas Gerais","Sudeste","31059","Manhuacu","31059","LESTE DO SUL"
315800,"Santa Maria de Itabira","Minas Gerais","Sudeste","31021","Itabira","31021","CENTRO"
315810,"Santa Maria do Salto","Minas Gerais","Sudeste","31094","Almenara Jacinto","31094","NORDESTE"
315820,"Santa Maria do Suaçuí","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
315920,"Santa Rita de Caldas","Minas Gerais","Sudeste","31006","Pocos De Caldas","31006","EXTREMO SUL"
315940,"Santa Rita de Ibitipoca","Minas Gerais","Sudeste","31013","Barbacena","31013","CENTRO SUL"
315930,"Santa Rita de Jacutinga","Minas Gerais","Sudeste","31090","Lima Duarte","31090","SUDESTE"
315935,"Santa Rita de Minas","Minas Gerais","Sudeste","31034","Caratinga","31034","VALE DO ACO"
315950,"Santa Rita do Itueto","Minas Gerais","Sudeste","31040","Resplendor","31040","LESTE"
315960,"Santa Rita do Sapucaí","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
315970,"Santa Rosa da Serra","Minas Gerais","Sudeste","31082","Sao Gotardo","31082","NOROESTE"
315980,"Santa Vitória","Minas Gerais","Sudeste","31073","Ituiutaba","31073","TRIANGULO DO NORTE"
315830,"Santana da Vargem","Minas Gerais","Sudeste","31011","Tres Pontas","31011","SUL"
315840,"Santana de Cataguases","Minas Gerais","Sudeste","31044","Leopoldina Cataguases","31044","SUDESTE"
315850,"Santana de Pirapama","Minas Gerais","Sudeste","31024","Sete Lagoas","31024","CENTRO"
315860,"Santana do Deserto","Minas Gerais","Sudeste","31097","Juiz De Fora","31097","SUDESTE"
315870,"Santana do Garambéu","Minas Gerais","Sudeste","31013","Barbacena","31013","CENTRO SUL"
315880,"Santana do Jacaré","Minas Gerais","Sudeste","31089","Campo Belo","31089","OESTE"
315890,"Santana do Manhuaçu","Minas Gerais","Sudeste","31059","Manhuacu","31059","LESTE DO SUL"
315895,"Santana do Paraíso","Minas Gerais","Sudeste","31037","Ipatinga","31037","VALE DO ACO"
315900,"Santana do Riacho","Minas Gerais","Sudeste","31025","Vespasiano Lagoa Santa","31025","CENTRO"
315910,"Santana dos Montes","Minas Gerais","Sudeste","31079","Conselheiro Lafaiete","31079","CENTRO SUL"
315990,"Santo Antônio do Amparo","Minas Gerais","Sudeste","31088","Oliveira Santo Antonio Do Amparo","31088","OESTE"
316000,"Santo Antônio do Aventureiro","Minas Gerais","Sudeste","31041","Alem Paraiba","31041","SUDESTE"
316010,"Santo Antônio do Grama","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
316020,"Santo Antônio do Itambé","Minas Gerais","Sudeste","31095","Serro","31095","JEQUITINHONHA"
316030,"Santo Antônio do Jacinto","Minas Gerais","Sudeste","31094","Almenara Jacinto","31094","NORDESTE"
316040,"Santo Antônio do Monte","Minas Gerais","Sudeste","31087","Lagoa Da Prata Santo Antonio Do Monte","31087","OESTE"
316045,"Santo Antônio do Retiro","Minas Gerais","Sudeste","31085","Taiobeiras","31085","NORTE"
316050,"Santo Antônio do Rio Abaixo","Minas Gerais","Sudeste","31021","Itabira","31021","CENTRO"
316060,"Santo Hipólito","Minas Gerais","Sudeste","31019","Curvelo","31019","CENTRO"
316070,"Santos Dumont","Minas Gerais","Sudeste","31046","Santos Dumont","31046","SUDESTE"
316080,"São Bento Abade","Minas Gerais","Sudeste","31010","Tres Coracoes","31010","SUL"
316090,"São Brás do Suaçuí","Minas Gerais","Sudeste","31078","Congonhas","31078","CENTRO SUL"
316095,"São Domingos das Dores","Minas Gerais","Sudeste","31034","Caratinga","31034","VALE DO ACO"
316100,"São Domingos do Prata","Minas Gerais","Sudeste","31023","Joao Monlevade","31023","CENTRO"
316105,"São Félix de Minas","Minas Gerais","Sudeste","31038","Mantena","31038","LESTE"
316110,"São Francisco","Minas Gerais","Sudeste","31100","Sao Francisco","31100","NORTE"
316120,"São Francisco de Paula","Minas Gerais","Sudeste","31088","Oliveira Santo Antonio Do Amparo","31088","OESTE"
316130,"São Francisco de Sales","Minas Gerais","Sudeste","31071","Frutal   Iturama","31071","TRIANGULO DO SUL"
316140,"São Francisco do Glória","Minas Gerais","Sudeste","31045","Muriae","31045","SUDESTE"
316150,"São Geraldo","Minas Gerais","Sudeste","31048","Uba","31048","SUDESTE"
316160,"São Geraldo da Piedade","Minas Gerais","Sudeste","31036","Governador Valadares","31036","LESTE"
316165,"São Geraldo do Baixio","Minas Gerais","Sudeste","31036","Governador Valadares","31036","LESTE"
316170,"São Gonçalo do Abaeté","Minas Gerais","Sudeste","31057","Patos De Minas","31057","NOROESTE"
316180,"São Gonçalo do Pará","Minas Gerais","Sudeste","31086","Divinopolis","31086","OESTE"
316190,"São Gonçalo do Rio Abaixo","Minas Gerais","Sudeste","31021","Itabira","31021","CENTRO"
312550,"São Gonçalo do Rio Preto","Minas Gerais","Sudeste","31026","Diamantina Itamarandiba","31026","JEQUITINHONHA"
316200,"São Gonçalo do Sapucaí","Minas Gerais","Sudeste","31012","Varginha","31012","SUL"
316210,"São Gotardo","Minas Gerais","Sudeste","31082","Sao Gotardo","31082","NOROESTE"
316220,"São João Batista do Glória","Minas Gerais","Sudeste","31092","Passos","31092","SUDOESTE"
316225,"São João da Lagoa","Minas Gerais","Sudeste","31050","Coracao De Jesus","31050","NORTE"
316230,"São João da Mata","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
316240,"São João da Ponte","Minas Gerais","Sudeste","31101","Brasilia De Minas","31101","NORTE"
316245,"São João das Missões","Minas Gerais","Sudeste","31076","Manga","31076","NORTE"
316250,"São João del Rei","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
316255,"São João do Manhuaçu","Minas Gerais","Sudeste","31059","Manhuacu","31059","LESTE DO SUL"
316257,"São João do Manteninha","Minas Gerais","Sudeste","31038","Mantena","31038","LESTE"
316260,"São João do Oriente","Minas Gerais","Sudeste","31037","Ipatinga","31037","VALE DO ACO"
316265,"São João do Pacuí","Minas Gerais","Sudeste","31050","Coracao De Jesus","31050","NORTE"
316270,"São João do Paraíso","Minas Gerais","Sudeste","31085","Taiobeiras","31085","NORTE"
316280,"São João Evangelista","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
316290,"São João Nepomuceno","Minas Gerais","Sudeste","31047","Sao Joao Nepomuceno Bicas","31047","SUDESTE"
316292,"São Joaquim de Bicas","Minas Gerais","Sudeste","31017","Betim","31017","CENTRO"
316294,"São José da Barra","Minas Gerais","Sudeste","31092","Passos","31092","SUDOESTE"
316295,"São José da Lapa","Minas Gerais","Sudeste","31025","Vespasiano Lagoa Santa","31025","CENTRO"
316300,"São José da Safira","Minas Gerais","Sudeste","31036","Governador Valadares","31036","LESTE"
316310,"São José da Varginha","Minas Gerais","Sudeste","31032","Para De Minas Nova Serrana","31032","OESTE"
316320,"São José do Alegre","Minas Gerais","Sudeste","31003","Itajuba","31003","EXTREMO SUL"
316330,"São José do Divino","Minas Gerais","Sudeste","31096","Itambacuri","31096","NORDESTE"
316340,"São José do Goiabal","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
316350,"São José do Jacuri","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
316360,"São José do Mantimento","Minas Gerais","Sudeste","31059","Manhuacu","31059","LESTE DO SUL"
316370,"São Lourenço","Minas Gerais","Sudeste","31008","Sao Lourenco","31008","SUL"
316380,"São Miguel do Anta","Minas Gerais","Sudeste","31061","Vicosa","31061","LESTE DO SUL"
316390,"São Pedro da União","Minas Gerais","Sudeste","31002","Guaxupe","31002","SUDOESTE"
316410,"São Pedro do Suaçuí","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
316400,"São Pedro dos Ferros","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
316420,"São Romão","Minas Gerais","Sudeste","31100","Sao Francisco","31100","NORTE"
316430,"São Roque de Minas","Minas Gerais","Sudeste","31093","Piumhi","31093","SUDOESTE"
316440,"São Sebastião da Bela Vista","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
316443,"São Sebastião da Vargem Alegre","Minas Gerais","Sudeste","31045","Muriae","31045","SUDESTE"
316447,"São Sebastião do Anta","Minas Gerais","Sudeste","31034","Caratinga","31034","VALE DO ACO"
316450,"São Sebastião do Maranhão","Minas Gerais","Sudeste","31102","Pecanha Sao Joao Evangelista Santa Maria Do Suacui","31102","LESTE"
316460,"São Sebastião do Oeste","Minas Gerais","Sudeste","31086","Divinopolis","31086","OESTE"
316470,"São Sebastião do Paraíso","Minas Gerais","Sudeste","31009","Sao Sebastiao Do Paraiso","31009","SUDOESTE"
316480,"São Sebastião do Rio Preto","Minas Gerais","Sudeste","31021","Itabira","31021","CENTRO"
316490,"São Sebastião do Rio Verde","Minas Gerais","Sudeste","31008","Sao Lourenco","31008","SUL"
316500,"São Tiago","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
316510,"São Tomás de Aquino","Minas Gerais","Sudeste","31009","Sao Sebastiao Do Paraiso","31009","SUDOESTE"
316520,"São Thomé das Letras","Minas Gerais","Sudeste","31010","Tres Coracoes","31010","SUL"
316530,"São Vicente de Minas","Minas Gerais","Sudeste","31015","Sao Joao Del Rei","31015","CENTRO SUL"
316540,"Sapucaí-Mirim","Minas Gerais","Sudeste","31003","Itajuba","31003","EXTREMO SUL"
316550,"Sardoá","Minas Gerais","Sudeste","31036","Governador Valadares","31036","LESTE"
316553,"Sarzedo","Minas Gerais","Sudeste","31018","Contagem","31018","CENTRO"
316556,"Sem-Peixe","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
316557,"Senador Amaral","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
316560,"Senador Cortes","Minas Gerais","Sudeste","31047","Sao Joao Nepomuceno Bicas","31047","SUDESTE"
316570,"Senador Firmino","Minas Gerais","Sudeste","31048","Uba","31048","SUDESTE"
316580,"Senador José Bento","Minas Gerais","Sudeste","31007","Pouso Alegre","31007","EXTREMO SUL"
316590,"Senador Modestino Gonçalves","Minas Gerais","Sudeste","31026","Diamantina Itamarandiba","31026","JEQUITINHONHA"
316600,"Senhora de Oliveira","Minas Gerais","Sudeste","31079","Conselheiro Lafaiete","31079","CENTRO SUL"
316610,"Senhora do Porto","Minas Gerais","Sudeste","31020","Guanhaes","31020","CENTRO"
316620,"Senhora dos Remédios","Minas Gerais","Sudeste","31013","Barbacena","31013","CENTRO SUL"
316630,"Sericita","Minas Gerais","Sudeste","31060","Ponte Nova","31060","LESTE DO SUL"
316640,"Seritinga","Minas Gerais","Sudeste","31008","Sao Lourenco","31008","SUL"
316650,"Serra Azul de Minas","Minas Gerais","Sudeste","31095","Serro","31095","JEQUITINHONHA"
316660,"Serra da Saudade","Minas Gerais","Sudeste","31028","Bom Despacho","31028","OESTE"
316680,"Serra do Salitre","Minas Gerais","Sudeste","31057","Patos De Minas","31057","NOROESTE"
316670,"Serra dos Aimorés","Minas Gerais","Sudeste","31066","Nanuque","31066","NORDESTE"
